epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,94.3985,1.10699,1.16934,1.01973,0.43336,0.54822,0.47369,0.27863,1.39293,1.48677,1.0644,0.00064719,0.00064719,0.00064719
26,96.9807,1.1488,1.12957,1.00948,0.42598,0.60239,0.47999,0.28383,1.46043,1.56706,1.08246,0.000642115,0.000642115,0.000642115
27,103.351,1.12498,1.13124,1.00087,0.57361,0.51707,0.48373,0.27407,1.59593,1.55416,1.12956,0.00063704,0.00063704,0.00063704
28,105.992,1.11221,1.10753,1.02076,0.48669,0.49339,0.4773,0.27484,1.54589,1.50504,1.11022,0.000631964,0.000631964,0.000631964
29,108.634,1.12555,1.10667,1.01345,0.65995,0.47838,0.47973,0.27472,1.49109,1.55013,1.09703,0.000626889,0.000626889,0.000626889
30,111.289,1.09291,1.05533,1.00358,0.5577,0.48451,0.46721,0.27614,1.39452,1.4598,1.06421,0.000621813,0.000621813,0.000621813
31,113.914,1.11996,1.13246,1.01485,0.48383,0.5727,0.46461,0.28852,1.29711,1.48207,1.04039,0.000616738,0.000616738,0.000616738
32,116.894,1.11734,1.10257,1.00326,0.4915,0.63073,0.48112,0.29736,1.38869,1.29508,1.07415,0.000611663,0.000611663,0.000611663
33,124.804,1.0792,1.05754,0.98431,0.56092,0.58088,0.47837,0.29815,1.40002,1.35273,1.08424,0.000606587,0.000606587,0.000606587
34,127.732,1.10475,1.04848,0.99322,0.59553,0.56379,0.49216,0.30275,1.41663,1.35864,1.08726,0.000601512,0.000601512,0.000601512
35,130.6,1.07791,1.01529,1.00199,0.60881,0.52316,0.50359,0.30206,1.44493,1.33152,1.09395,0.000596436,0.000596436,0.000596436
36,133.137,1.08015,0.96882,1.00546,0.60775,0.52654,0.48835,0.29415,1.40974,1.33117,1.07255,0.000591361,0.000591361,0.000591361
37,135.727,1.0934,1.00612,1.01432,0.55765,0.56515,0.48769,0.30617,1.34185,1.33324,1.05347,0.000586286,0.000586286,0.000586286
38,138.411,1.12466,1.03893,1.01223,0.71278,0.47132,0.46604,0.27979,1.45459,1.5156,1.08751,0.00058121,0.00058121,0.00058121
39,141.004,1.0826,0.98781,1.0077,0.65828,0.48071,0.48795,0.29476,1.46102,1.39128,1.08254,0.000576135,0.000576135,0.000576135
40,143.694,1.10879,0.96127,0.98537,0.59008,0.48609,0.50112,0.30321,1.40334,1.35823,1.06688,0.000571059,0.000571059,0.000571059
41,146.352,1.11687,0.99011,0.98709,0.52327,0.56071,0.49912,0.3021,1.3472,1.30756,1.05248,0.000565984,0.000565984,0.000565984
42,148.938,1.08351,0.9335,0.98724,0.56427,0.6746,0.55853,0.33947,1.31134,1.16082,1.03993,0.000560909,0.000560909,0.000560909
43,151.628,1.07639,0.95655,0.98798,0.59307,0.70807,0.58712,0.35721,1.3162,1.1542,1.04152,0.000555833,0.000555833,0.000555833
44,154.828,1.05105,0.90894,0.97795,0.58212,0.67585,0.59271,0.37305,1.26402,1.18649,1.03003,0.000550758,0.000550758,0.000550758
45,161.892,1.05084,0.93352,1.00258,0.6223,0.60657,0.58095,0.36263,1.24832,1.19975,1.02267,0.000545682,0.000545682,0.000545682
46,164.563,1.01184,0.88096,0.96345,0.64788,0.57783,0.5894,0.36179,1.2899,1.1531,1.0295,0.000540607,0.000540607,0.000540607
47,167.059,1.05713,0.92718,0.97195,0.57376,0.60917,0.59157,0.36934,1.25297,1.18646,1.01911,0.000535532,0.000535532,0.000535532
48,169.579,1.04748,0.98991,0.98085,0.67103,0.5159,0.59061,0.36748,1.26366,1.21383,1.02087,0.000530456,0.000530456,0.000530456
49,172.058,1.07637,1.00482,0.97952,0.62624,0.50123,0.55826,0.3599,1.26589,1.27654,1.02211,0.000525381,0.000525381,0.000525381
50,174.559,1.04751,0.95251,0.98071,0.62306,0.50943,0.55354,0.36065,1.24613,1.27862,1.02697,0.000520305,0.000520305,0.000520305
51,177.068,0.99482,0.88976,0.97552,0.62094,0.56203,0.57128,0.37406,1.23394,1.20962,1.01667,0.00051523,0.00051523,0.00051523
52,179.698,1.0141,0.88145,0.98472,0.6563,0.58467,0.58445,0.38023,1.25284,1.21691,1.01821,0.000510155,0.000510155,0.000510155
53,182.404,1.01524,0.91482,0.98191,0.66631,0.60859,0.57925,0.38294,1.23292,1.25238,1.01412,0.000505079,0.000505079,0.000505079
54,185.09,1.08499,0.90347,0.99877,0.63548,0.54429,0.5404,0.35497,1.26504,1.38214,1.02446,0.000500004,0.000500004,0.000500004
55,187.605,0.97275,0.84391,0.96153,0.63809,0.51521,0.52924,0.34261,1.25578,1.43698,1.02501,0.000494928,0.000494928,0.000494928
56,190.08,1.00097,0.78275,0.97453,0.66012,0.47289,0.50483,0.33221,1.22705,1.57015,1.01929,0.000489853,0.000489853,0.000489853
57,192.551,0.98276,0.85175,0.96387,0.65302,0.45547,0.49325,0.31897,1.2545,1.60861,1.02453,0.000484778,0.000484778,0.000484778
58,195.085,0.97343,0.80901,0.96382,0.72482,0.45795,0.53028,0.32978,1.3097,1.50018,1.02653,0.000479702,0.000479702,0.000479702
59,197.593,0.94887,0.75306,0.95022,0.68596,0.59518,0.58723,0.37766,1.2078,1.26738,0.9998,0.000474627,0.000474627,0.000474627
60,200.034,0.98872,0.8429,0.97444,0.7212,0.54942,0.59004,0.38356,1.21617,1.23715,1.00471,0.000469551,0.000469551,0.000469551
61,202.718,0.99846,0.81534,0.98997,0.66888,0.59858,0.5993,0.38246,1.25079,1.23016,1.00929,0.000464476,0.000464476,0.000464476
62,205.213,0.99624,0.86535,0.95902,0.69682,0.68133,0.65068,0.41923,1.2398,1.02695,0.99892,0.000459401,0.000459401,0.000459401
63,207.892,0.98822,0.80463,0.95646,0.67656,0.72055,0.67493,0.42807,1.18287,1.02164,0.99465,0.000454325,0.000454325,0.000454325
64,210.527,0.95181,0.82967,0.97478,0.5515,0.71968,0.66664,0.42667,1.17794,1.04445,0.99798,0.00044925,0.00044925,0.00044925
65,212.989,0.96256,0.74193,0.94807,0.51722,0.71725,0.65469,0.41737,1.20101,1.07987,0.99945,0.000444174,0.000444174,0.000444174
66,215.472,1.00544,0.7758,0.97567,0.51202,0.67038,0.61628,0.40445,1.249,1.13597,1.01192,0.000439099,0.000439099,0.000439099
67,217.938,0.97446,0.75215,0.9574,0.62285,0.61481,0.58361,0.38133,1.24878,1.19845,1.01169,0.000434024,0.000434024,0.000434024
68,220.52,0.97156,0.76298,0.95095,0.64473,0.60559,0.56936,0.37381,1.25712,1.21833,1.02001,0.000428948,0.000428948,0.000428948
69,222.981,0.99046,0.79498,0.95329,0.65354,0.59096,0.5864,0.37578,1.29412,1.19491,1.02725,0.000423873,0.000423873,0.000423873
70,225.495,1.00657,0.80652,0.97405,0.65816,0.66004,0.60946,0.37486,1.26887,1.21361,1.02102,0.000418797,0.000418797,0.000418797
71,228.055,0.95208,0.7077,0.95823,0.65649,0.63669,0.60722,0.37811,1.23862,1.19771,1.0131,0.000413722,0.000413722,0.000413722
72,230.536,0.96423,0.76469,0.96306,0.66402,0.61175,0.60835,0.37766,1.24493,1.17927,1.01207,0.000408647,0.000408647,0.000408647
73,233.01,0.98054,0.78681,0.95462,0.66076,0.62908,0.60222,0.37484,1.28427,1.19927,1.02116,0.000403571,0.000403571,0.000403571
74,235.535,0.91782,0.69983,0.94316,0.64852,0.62159,0.5838,0.37117,1.23198,1.23573,1.01555,0.000398496,0.000398496,0.000398496
75,238.026,0.93177,0.73404,0.94487,0.65424,0.6106,0.58345,0.37674,1.19338,1.22151,1.01811,0.00039342,0.00039342,0.00039342
76,240.628,0.9739,0.74668,0.98526,0.65394,0.6032,0.58126,0.38038,1.18639,1.25304,1.01958,0.000388345,0.000388345,0.000388345
77,243.12,0.97648,0.71567,0.95506,0.69136,0.56953,0.57734,0.37213,1.19843,1.26077,1.02167,0.00038327,0.00038327,0.00038327
78,245.608,0.93781,0.70188,0.9354,0.65499,0.51744,0.56032,0.36205,1.19959,1.31887,1.01947,0.000378194,0.000378194,0.000378194
79,248.061,0.97347,0.71323,0.94547,0.64752,0.53936,0.55852,0.35488,1.20207,1.32201,1.02061,0.000373119,0.000373119,0.000373119
80,250.563,0.92451,0.76151,0.94168,0.66276,0.51363,0.56571,0.35413,1.18878,1.35089,1.01895,0.000368043,0.000368043,0.000368043
81,253.044,0.92666,0.69805,0.95828,0.64314,0.50958,0.57585,0.36618,1.17118,1.36474,1.01798,0.000362968,0.000362968,0.000362968
82,255.569,0.94973,0.7217,0.94136,0.62417,0.62893,0.60871,0.37437,1.19469,1.18756,1.01929,0.000357893,0.000357893,0.000357893
83,263.223,0.93045,0.72709,0.94951,0.6087,0.63452,0.59187,0.37178,1.188,1.18207,1.01564,0.000352817,0.000352817,0.000352817
84,265.706,0.92977,0.69391,0.94664,0.64612,0.61035,0.58373,0.37328,1.20437,1.16599,1.01563,0.000347742,0.000347742,0.000347742
85,268.184,0.92805,0.6857,0.95158,0.64654,0.63309,0.57832,0.36752,1.209,1.13851,1.01684,0.000342666,0.000342666,0.000342666
86,270.734,0.89819,0.70745,0.9302,0.5332,0.697,0.60967,0.38479,1.19316,1.14859,1.01744,0.000337591,0.000337591,0.000337591
87,273.228,0.90563,0.68583,0.95905,0.55891,0.68147,0.6325,0.40119,1.20855,1.16645,1.0196,0.000332516,0.000332516,0.000332516
88,275.7,0.89221,0.67228,0.94526,0.56369,0.66909,0.64767,0.41345,1.226,1.16239,1.02239,0.00032744,0.00032744,0.00032744
89,278.197,0.89695,0.64662,0.92941,0.56128,0.68035,0.67257,0.42301,1.21911,1.12321,1.02341,0.000322365,0.000322365,0.000322365
90,281.045,0.91143,0.66279,0.9421,0.72625,0.64494,0.67096,0.4272,1.18358,1.062,1.00909,0.000317289,0.000317289,0.000317289
91,284.162,0.90289,0.64579,0.91772,0.57576,0.68795,0.65654,0.42066,1.19712,1.08602,1.01658,0.000312214,0.000312214,0.000312214
92,286.66,0.9376,0.68442,0.94413,0.55125,0.66865,0.63535,0.40299,1.21048,1.1313,1.01794,0.000307139,0.000307139,0.000307139
93,289.159,0.9064,0.67625,0.93633,0.59283,0.5864,0.60664,0.39086,1.22714,1.21706,1.02301,0.000302063,0.000302063,0.000302063
